Date,return
2015-12-31,0.0
2016-12-31,-0.02587424490793755
2017-12-31,0.029494013628238003
2018-12-31,-0.011534490417344445
2019-12-31,-0.025075463175553647
2020-12-31,0.10229002385674879
2021-12-31,-0.027584451408120825
2022-12-31,-0.02556202243078043
2023-12-31,-0.010174247852987817
2024-12-31,-0.015396268612224207
2025-12-31,-0.012713672549117594
2026-12-31,0.0
