CAGR,MDD,Sharpe,Calmar,Final,Trades,WinRate,AvgTrade,MedianTrade,AvgHoldDays,ProfitFactor,Strategy,Signals,rs,rsacc,ma_ratio,slope60_min,vcp_shape,breakvol,stop,breadth,full_stack
0.017264484802544944,-0.5594312916953972,0.18761377886480377,0.03086077782711022,1.2214800088898141,167,0.24550898203592814,0.014469517898468984,-0.07427280207968812,30.353293413173652,1.2504062571468122,confirmed_soft,334,85,5,0.95,-0.01,soft,1.2,0.07,,True
0.008766402078000057,-0.7341595764429285,0.14807820444355116,0.011940731088020524,1.1073991979643862,218,0.23853211009174313,0.011355979060224198,-0.07427280207968812,33.06422018348624,1.1984953861623933,breakvol1.4,514,85,5,0.95,-0.01,soft,1.4,0.07,,False
0.006444449463876678,-0.6348733237373545,0.16130331201088532,0.010150764290960712,1.0779707274771932,401,0.24937655860349128,0.005643464597130301,-0.0742728020796879,30.211970074812967,1.100528586674048,early_soft_accel0,1271,85,0,0.95,-0.01,soft,1.2,0.07,,False
0.000777601850861398,-0.7092717667129183,0.11303490831931685,0.001096338367541615,1.009126382995643,207,0.2946859903381642,0.005843137692617921,-0.09418091386292049,45.85024154589372,1.0877431100161712,stop9,564,85,5,0.95,-0.01,soft,1.2,0.09,,False
-0.004808686993447608,-0.6307928904061963,0.0679147718053922,-0.007623242218774969,0.9452187019431768,159,0.22012578616352202,0.008343149951967312,-0.07427280207968812,27.339622641509433,1.1391845433982908,rs90,341,90,5,0.95,-0.01,soft,1.2,0.07,,False
-0.012468340978454728,-0.8421681890570126,0.05656634260892554,-0.01480504861198296,0.8636007990216962,283,0.2226148409893993,0.004087194083587509,-0.07427280207968823,33.59717314487632,1.0701095432017564,rs80,728,80,5,0.95,-0.01,soft,1.2,0.07,,False
-0.01210621979132609,-0.7835152475935809,0.042078296533136286,-0.015451160431795114,0.8673093400288585,222,0.21171171171171171,0.004201054399181332,-0.07427280207968812,28.126126126126128,1.070959943059662,early_soft_breadth50,515,85,5,0.95,-0.01,soft,1.2,0.07,0.5,False
-0.013151633345941938,-0.7265020645019524,0.03649652202000493,-0.01810267855874289,0.8566425608504152,225,0.22666666666666666,0.0023754176685750255,-0.07427280207968812,31.755555555555556,1.0409349782046802,maratio0.98,528,85,5,0.98,-0.01,soft,1.2,0.07,,False
-0.01967391946615782,-0.7593721026173799,-0.0007329892703968076,-0.02590814094743061,0.7927569523630245,226,0.22566371681415928,0.000607433629473995,-0.07427280207968812,29.11946902654867,1.0104525565906886,early_soft_breadth45,535,85,5,0.95,-0.01,soft,1.2,0.07,0.45,False
-0.021917374940892187,-0.7581242754465354,-0.005112595334421919,-0.028910002819765728,0.7718101141866145,235,0.225531914893617,0.00029549660663132256,-0.07427280207968812,30.931914893617023,1.0050788784089337,slope60_+0.00,543,85,5,0.95,0.0,soft,1.2,0.07,,False
-0.023858541105394426,-0.77308908286197,-0.010161391570500158,-0.030861309044839032,0.7540954642962265,248,0.22580645161290322,1.826379683330632e-05,-0.07427280207968806,32.23790322580645,1.0003140876521608,breakvol1.0,601,85,5,0.95,-0.01,soft,1.0,0.07,,False
-0.024807735050727975,-0.7667361154822683,-0.026812555044031638,-0.03235498439397783,0.745569394001627,230,0.2217391304347826,-0.0006895861174686478,-0.07427280207968812,28.843478260869563,0.988189832527845,early_soft_breadth40,545,85,5,0.95,-0.01,soft,1.2,0.07,0.4,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,early_soft_accel5,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,rs85,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,maratio0.95,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,slope60_-0.01,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,breakvol1.2,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.0252381481357542,-0.768844599473444,-0.021887075662353067,-0.032826071943587776,0.741732364497081,238,0.22268907563025211,-0.0005542558975169769,-0.07427280207968812,31.16386554621849,0.9904920783233816,stop7,564,85,5,0.95,-0.01,soft,1.2,0.07,,False
-0.030553976411703432,-0.7868689944823122,-0.04827924531838595,-0.03882981363601085,0.6958085794906895,244,0.22131147540983606,-0.0018180225958131476,-0.07427280207968812,30.67622950819672,0.9689200359988572,slope60_-0.02,576,85,5,0.95,-0.02,soft,1.2,0.07,,False
-0.040916280663816806,-0.8087515635640324,-0.10029187760618556,-0.05059190301098847,0.6136787401068008,242,0.21074380165289255,-0.004734323481524429,-0.07427280207968823,31.00826446280992,0.9200672344020921,maratio0.92,580,85,5,0.92,-0.01,soft,1.2,0.07,,False
-0.03598635475198675,-0.636808266515341,0.003666121676068178,-0.056510501895502364,0.6515774600192096,425,0.2376470588235294,-0.0017566829291597791,-0.07427280207968812,30.303529411764707,0.9700352106259993,early_soft_no_accel,1533,85,-100,0.95,-0.01,soft,1.2,0.07,,False
-0.03445557647787356,-0.5653596186730625,-0.1832723826803133,-0.06094453041896261,0.6637735232074525,147,0.21768707482993196,-0.011068242898027925,-0.07427280207968812,29.578231292517007,0.8152976042035477,early_medium,282,85,5,0.95,-0.01,medium,1.2,0.07,,False
-0.06390520663261212,-0.7632679875087445,-0.3033675502699137,-0.08372577872837879,0.46215692731467484,267,0.15730337078651685,-0.011789844745184484,-0.05436469029645563,20.573033707865168,0.7483810771935553,stop5,564,85,5,0.95,-0.01,soft,1.2,0.05,,False
-0.03319794978485713,-0.3452616127698044,-0.6196715437280363,-0.09615302876717759,0.6739491330149492,54,0.2222222222222222,-0.03585270995345254,-0.07427280207968823,20.537037037037038,0.39456062701765965,early_strict,100,85,5,0.95,-0.01,strict,1.2,0.07,,False
