Date,equity,npos,cash
2016-01-28,0.9929921420917335,0,0.9929921420917335
2016-01-29,0.9929921420917335,0,0.9929921420917335
2016-02-01,0.9929921420917335,0,0.9929921420917335
2016-02-02,0.9929921420917335,0,0.9929921420917335
2016-02-03,0.9929921420917335,0,0.9929921420917335
2016-02-04,0.9929921420917335,0,0.9929921420917335
2016-02-05,0.9929921420917335,0,0.9929921420917335
2016-02-11,0.9929921420917335,0,0.9929921420917335
2016-02-12,0.9929921420917335,0,0.9929921420917335
2016-02-15,0.9929921420917335,0,0.9929921420917335
2016-02-16,0.9929921420917335,0,0.9929921420917335
2016-02-17,0.9929921420917335,0,0.9929921420917335
2016-02-18,0.9929921420917335,0,0.9929921420917335
2016-02-19,0.9929921420917335,0,0.9929921420917335
2016-02-22,0.9929921420917335,0,0.9929921420917335
2016-02-23,0.9929921420917335,0,0.9929921420917335
2016-02-24,0.9929921420917335,0,0.9929921420917335
2016-02-25,0.9929921420917335,0,0.9929921420917335
2016-02-26,0.9929921420917335,0,0.9929921420917335
2016-02-29,0.9929921420917335,0,0.9929921420917335
2016-03-02,0.9929921420917335,0,0.9929921420917335
2016-03-03,0.9929921420917335,0,0.9929921420917335
2016-03-04,0.9929921420917335,0,0.9929921420917335
2016-03-07,0.9929921420917335,0,0.9929921420917335
2016-03-08,0.9929921420917335,0,0.9929921420917335
2016-03-09,0.9929921420917335,0,0.9929921420917335
2016-03-10,0.9929921420917335,0,0.9929921420917335
2016-03-11,0.9929921420917335,0,0.9929921420917335
2016-03-14,0.9929921420917335,0,0.9929921420917335
2016-03-15,0.9929921420917335,0,0.9929921420917335
2016-03-16,0.9929921420917335,0,0.9929921420917335
2016-03-17,0.9929921420917335,0,0.9929921420917335
2016-03-18,0.9905995836571753,1,0.7943937136733867
2016-03-21,0.9932214883785622,1,0.7943937136733867
2016-03-22,0.9925660121982154,1,0.7943937136733867
2016-03-23,0.9936584724987934,1,0.7943937136733867
2016-03-24,0.9934399804386778,1,0.7943937136733867
2016-03-25,1.0014133663288107,2,0.595618320761605
2016-03-28,1.0478246748558107,2,0.595618320761605
2016-03-29,1.0569196990277974,2,0.595618320761605
2016-03-30,1.0606940596779317,3,0.38427543586822
2016-03-31,1.07048610238538,3,0.38427543586822
2016-04-01,1.0960066334846483,3,0.38427543586822
2016-04-04,1.0864051944371114,3,0.38427543586822
2016-04-05,1.1027142473520375,3,0.38427543586822
2016-04-06,1.099115784752816,4,0.1623316854220998
2016-04-07,1.1495894184959057,3,0.3676468768339519
2016-04-08,1.1510966882660867,3,0.3676468768339519
2016-04-11,1.1435952840650296,3,0.3676468768339519
2016-04-12,1.1460822399809087,3,0.3676468768339519
2016-04-14,1.1578110328291022,3,0.3676468768339519
2016-04-15,1.1388997684512938,3,0.3676468768339519
2016-04-18,1.1423139990602755,3,0.3676468768339519
2016-04-19,1.1398581749464092,3,0.3676468768339519
2016-04-20,1.1208634693756843,4,0.14260908060174113
2016-04-21,1.1363824485742684,4,0.14260908060174113
2016-04-22,1.1797748590593566,4,0.14260908060174113
2016-04-25,1.3152211948467623,4,0.14260908060174113
2016-04-26,1.3655274976914025,4,0.14260908060174113
2016-04-27,1.3196642991199938,4,0.14260908060174113
2016-04-28,1.3254207190936222,4,0.14260908060174113
2016-04-29,1.3253753562820296,3,0.3381176487781285
2016-05-02,1.3436433728212216,3,0.3381176487781285
2016-05-03,1.3273286745986919,3,0.3381176487781285
2016-05-04,1.3453299085078916,1,0.7300140296326951
2016-05-09,1.331575788862446,1,0.7300140296326951
2016-05-10,1.443780449127923,1,0.7300140296326951
2016-05-11,1.4394370429240981,1,0.7300140296326951
2016-05-12,1.4611540739432225,1,0.7300140296326951
2016-05-13,1.446676053263806,1,0.7300140296326951
2016-05-16,1.522685661830742,1,0.7300140296326951
2016-05-17,1.5190661566608878,1,0.7300140296326951
2016-05-18,1.754333992701404,1,0.7300140296326951
2016-05-19,1.7941485495697993,1,0.7300140296326951
2016-05-20,1.8412021167779022,1,0.7300140296326951
2016-05-23,1.8412021167779022,1,0.7300140296326951
2016-05-24,1.996840839081629,1,0.7300140296326951
2016-05-25,1.6167927962469486,1,0.7300140296326951
2016-05-26,1.5552612083594288,1,0.7300140296326951
2016-05-27,1.598695270397678,1,0.7300140296326951
2016-05-30,1.5733587342086994,1,0.7300140296326951
2016-05-31,1.6023147755675322,1,0.7300140296326951
2016-06-01,1.638509827266073,1,0.7300140296326951
2016-06-02,1.638509827266073,1,0.7300140296326951
2016-06-03,1.710899930663155,1,0.7300140296326951
2016-06-07,1.7760510237205287,1,0.7300140296326951
2016-06-08,1.8194850857587779,1,0.7300140296326951
2016-06-09,1.8231045909286319,1,0.7300140296326951
2016-06-10,1.8158655805889234,1,0.7300140296326951
2016-06-13,1.7289974565124253,1,0.7300140296326951
2016-06-14,1.7398559720219877,1,0.7300140296326951
2016-06-15,1.6395711447478223,2,0.4001403610775681
2016-06-16,1.5901965570373187,2,0.4001403610775681
2016-06-17,1.5160682598643218,1,0.7052991018170045
2016-06-20,1.6029363839408202,1,0.7052991018170045
2016-06-21,1.6065558891106744,1,0.7052991018170045
2016-06-22,1.552263311562863,1,0.7052991018170045
2016-06-23,1.5884583632614038,1,0.7052991018170045
2016-06-24,1.5233072702040302,1,0.7052991018170045
2016-06-27,1.5414047960533006,1,0.7052991018170045
2016-06-28,1.5812193529216958,1,0.7052991018170045
2016-06-29,1.5667413322422794,1,0.7052991018170045
2016-06-30,1.552263311562863,1,0.7052991018170045
2016-07-01,1.548643806393009,1,0.7052991018170045
2016-07-04,1.5848388580915498,1,0.7052991018170045
2016-07-05,1.5595023219025712,1,0.7052991018170045
2016-07-06,1.5775998477518418,1,0.7052991018170045
2016-07-07,1.6029363839408202,1,0.7052991018170045
2016-07-08,1.5993168787709662,1,0.7052991018170045
2016-07-11,1.6101753942805281,1,0.7052991018170045
2016-07-12,1.66446797182834,1,0.7052991018170045
2016-07-13,1.6427509408092154,1,0.7052991018170045
2016-07-14,1.5993168787709662,1,0.7052991018170045
2016-07-15,1.5631218270724252,1,0.7052991018170045
2016-07-18,1.5703608374121334,1,0.7052991018170045
2016-07-19,1.563121827072425,1,0.7052991018170045
2016-07-20,1.5775998477518416,1,0.7052991018170045
2016-07-21,1.5739803425819874,1,0.7052991018170045
2016-07-22,1.5775998477518416,1,0.7052991018170045
2016-07-25,1.5522633115628626,1,0.7052991018170045
2016-07-26,1.540705006714969,0,1.540705006714969
2016-07-27,1.540705006714969,0,1.540705006714969
2016-07-28,1.540705006714969,0,1.540705006714969
2016-07-29,1.540705006714969,0,1.540705006714969
2016-08-01,1.540705006714969,0,1.540705006714969
2016-08-02,1.540705006714969,0,1.540705006714969
2016-08-03,1.540705006714969,0,1.540705006714969
2016-08-04,1.540705006714969,0,1.540705006714969
2016-08-05,1.540705006714969,0,1.540705006714969
2016-08-08,1.540705006714969,0,1.540705006714969
2016-08-09,1.540705006714969,0,1.540705006714969
2016-08-10,1.540705006714969,0,1.540705006714969
2016-08-11,1.5340148166170586,1,1.2325640053719753
2016-08-12,1.5346177182395488,1,1.2325640053719753
2016-08-16,1.5328090133720784,1,1.2325640053719753
2016-08-17,1.535220619862039,1,1.2325640053719753
2016-08-18,1.5328090133720784,1,1.2325640053719753
2016-08-19,1.5176567875762343,2,0.9257610420485636
2016-08-22,1.5083057414294636,2,0.9257610420485636
2016-08-23,1.5049993852430166,1,1.209577590222835
2016-08-24,1.5080138933554674,1,1.209577590222835
2016-08-25,1.5074109917329772,1,1.209577590222835
2016-08-26,1.5019848771305657,1,1.209577590222835
2016-08-29,1.494631927393438,0,1.494631927393438
2016-08-30,1.494631927393438,0,1.494631927393438
2016-08-31,1.494631927393438,0,1.494631927393438
2016-09-01,1.494631927393438,0,1.494631927393438
2016-09-02,1.494631927393438,0,1.494631927393438
2016-09-05,1.494631927393438,0,1.494631927393438
2016-09-06,1.494631927393438,0,1.494631927393438
2016-09-07,1.494631927393438,0,1.494631927393438
2016-09-08,1.494631927393438,0,1.494631927393438
2016-09-09,1.494631927393438,0,1.494631927393438
2016-09-12,1.494631927393438,0,1.494631927393438
2016-09-13,1.494631927393438,0,1.494631927393438
2016-09-19,1.494631927393438,0,1.494631927393438
2016-09-20,1.494631927393438,0,1.494631927393438
2016-09-21,1.494631927393438,0,1.494631927393438
2016-09-22,1.494631927393438,0,1.494631927393438
2016-09-23,1.494631927393438,0,1.494631927393438
2016-09-26,1.494631927393438,0,1.494631927393438
2016-09-27,1.494631927393438,0,1.494631927393438
2016-09-28,1.494631927393438,0,1.494631927393438
2016-09-29,1.494631927393438,0,1.494631927393438
2016-09-30,1.494631927393438,0,1.494631927393438
2016-10-04,1.494631927393438,0,1.494631927393438
2016-10-05,1.4979742979255009,1,1.1957055419147504
2016-10-06,1.4994682126998538,1,1.1957055419147504
2016-10-07,1.497996295506557,2,0.8974054084674229
2016-10-10,1.4965961432744055,2,0.8974054084674229
2016-10-11,1.4966664651810566,2,0.8974054084674229
2016-10-12,1.4848475755616355,1,1.1739355109336747
2016-10-13,1.4817894241062786,1,1.1739355109336747
2016-10-14,1.4736343535586598,1,1.1739355109336747
2016-10-17,1.476692505014017,1,1.1739355109336747
2016-10-18,1.485866959380088,1,1.1739355109336747
2016-10-19,1.4777118888324692,1,1.1739355109336747
2016-10-20,1.4808318332197499,2,0.877169872585038
2016-10-21,1.4842108096472404,2,0.877169872585038
2016-10-24,1.4962260940805487,2,0.877169872585038
2016-10-25,1.4962260940805487,2,0.877169872585038
2016-10-26,1.4714969663676127,2,0.877169872585038
2016-10-27,1.4769147104320073,2,0.877169872585038
2016-10-28,1.4675798435798697,2,0.877169872585038
2016-10-31,1.4687596398843887,2,0.877169872585038
2016-11-01,1.4551868252723752,2,0.877169872585038
2016-11-02,1.4445303305429429,1,1.153120643326777
2016-11-03,1.4433505342384239,1,1.153120643326777
2016-11-04,1.4468899231519807,1,1.153120643326777
2016-11-07,1.4468899231519807,1,1.153120643326777
2016-11-08,1.4468899231519807,1,1.153120643326777
2016-11-09,1.4398111453248674,1,1.153120643326777
2016-11-10,1.4480697194564995,1,1.153120643326777
2016-11-11,1.453968700979094,1,1.153120643326777
2016-11-14,1.4409909416293862,1,1.153120643326777
2016-11-15,1.4386313490203484,1,1.153120643326777
2016-11-16,1.4374515527158296,1,1.153120643326777
2016-11-17,1.4374515527158296,1,1.153120643326777
2016-11-18,1.4409909416293862,1,1.153120643326777
2016-11-21,1.4398111453248674,1,1.153120643326777
2016-11-22,1.4374515527158296,1,1.153120643326777
2016-11-23,1.4409909416293862,1,1.153120643326777
2016-11-24,1.4433505342384239,1,1.153120643326777
2016-11-25,1.442170737933905,1,1.153120643326777
2016-11-28,1.4409909416293862,1,1.153120643326777
2016-11-29,1.4386313490203484,1,1.153120643326777
2016-11-30,1.4362717564113106,1,1.153120643326777
2016-12-01,1.4468899231519807,1,1.153120643326777
2016-12-02,1.4457101268474617,1,1.153120643326777
2016-12-05,1.4433505342384239,1,1.153120643326777
2016-12-06,1.4492495157610183,1,1.153120643326777
2016-12-07,1.4504293120655374,1,1.153120643326777
2016-12-08,1.4598676825016885,1,1.153120643326777
2016-12-09,1.4580079838949005,2,0.8611471068264394
2016-12-12,1.4642152691772117,2,0.8611471068264394
2016-12-13,1.4512787199154782,2,0.8611471068264394
2016-12-14,1.4610910214920687,2,0.8611471068264394
2016-12-15,1.4551264125887517,2,0.8611471068264394
2016-12-16,1.4741987667731007,3,0.5672155269497559
2016-12-19,1.4678550922635476,3,0.5672155269497559
2016-12-20,1.4789875691998957,3,0.5672155269497559
2016-12-21,1.482942099341866,3,0.5672155269497559
2016-12-22,1.4764123067394654,3,0.5672155269497559
2016-12-23,1.4728166594990164,3,0.5672155269497559
2016-12-26,1.4748526001501652,3,0.5672155269497559
2016-12-27,1.4721264505405198,3,0.5672155269497559
2016-12-28,1.4535793407704487,3,0.5672155269497559
2016-12-29,1.4499836935299997,3,0.5672155269497559
2017-01-02,1.459312092543309,3,0.5672155269497559
2017-01-03,1.4680238784395312,3,0.5672155269497559
2017-01-04,1.4655048743059935,3,0.5672155269497559
2017-01-05,1.4413957882553907,3,0.5672155269497559
2017-01-06,1.4434402433611764,4,0.2782178077690967
2017-01-09,1.4410874619968541,4,0.2782178077690967
2017-01-10,1.4542995519116597,4,0.2782178077690967
2017-01-11,1.4733806820636648,4,0.2782178077690967
2017-01-12,1.4888973157141985,4,0.2782178077690967
2017-01-13,1.4704352734967872,4,0.2782178077690967
2017-01-16,1.469005030739877,4,0.2782178077690967
2017-01-17,1.4942257935300054,4,0.2782178077690967
2017-01-18,1.4789960584981887,4,0.2782178077690967
2017-01-19,1.4652902832614119,4,0.2782178077690967
2017-01-20,1.452267055866748,4,0.2782178077690967
2017-01-23,1.435804181723886,3,0.5455631234713751
2017-01-24,1.429306780472574,3,0.5455631234713751
2017-01-25,1.4326762441700007,3,0.5455631234713751
2017-01-26,1.4474864885634922,3,0.5455631234713751
2017-01-31,1.4417060028390245,3,0.5455631234713751
2017-02-01,1.4562977377885797,3,0.5455631234713751
2017-02-02,1.4565134076399722,3,0.5455631234713751
2017-02-03,1.4385274861433346,3,0.5455631234713751
2017-02-06,1.434969059162863,3,0.5455631234713751
2017-02-07,1.4431637008685168,3,0.5455631234713751
2017-02-08,1.4355896509126402,3,0.5455631234713751
2017-02-09,1.4543515858555582,3,0.5455631234713751
2017-02-10,1.466170281922406,3,0.5455631234713751
2017-02-13,1.4733797697916733,3,0.5455631234713751
2017-02-14,1.4745308646138464,3,0.5455631234713751
2017-02-15,1.4703396372372235,3,0.5455631234713751
2017-02-16,1.455761255571842,3,0.5455631234713751
2017-02-17,1.4613337455440036,3,0.5455631234713751
2017-02-20,1.4433106037873884,3,0.5455631234713751
2017-02-21,1.4485480778338322,3,0.5455631234713751
2017-02-22,1.4463029967925773,3,0.5455631234713751
2017-02-23,1.4454315042477754,3,0.5455631234713751
2017-02-24,1.439034411003874,3,0.5455631234713751
2017-02-27,1.4178890164761144,3,0.5455631234713751
2017-02-28,1.4306718389960889,3,0.5455631234713751
2017-03-02,1.4360163768056027,4,0.25899940320211956
2017-03-03,1.4263153899022178,3,0.5309089229027872
2017-03-06,1.4296051483916887,3,0.5309089229027872
2017-03-07,1.4540392388408176,3,0.5309089229027872
2017-03-08,1.450188918866903,3,0.5309089229027872
2017-03-09,1.4333994223306137,3,0.5309089229027872
2017-03-10,1.4475183951975072,3,0.5309089229027872
2017-03-13,1.4651705883036699,3,0.5309089229027872
2017-03-14,1.4591025546031011,3,0.5309089229027872
2017-03-15,1.4562551106376345,3,0.5309089229027872
2017-03-16,1.4656417755670732,3,0.5309089229027872
2017-03-17,1.4758412597056831,3,0.5309089229027872
2017-03-20,1.4650444594413061,3,0.5309089229027872
2017-03-21,1.4532474104691222,3,0.5309089229027872
2017-03-22,1.4405864131626138,4,0.24385277391699617
2017-03-23,1.4499086440992963,4,0.24385277391699617
2017-03-24,1.4480382670771728,4,0.24385277391699617
2017-03-27,1.4304031882215154,4,0.24385277391699617
2017-03-28,1.4368707888391445,4,0.24385277391699617
2017-03-29,1.4258685307526215,4,0.24385277391699617
2017-03-30,1.4086571195176425,4,0.24385277391699617
2017-03-31,1.4063028616000572,4,0.24385277391699617
2017-04-03,1.4051027027443932,4,0.24385277391699617
2017-04-04,1.4027206239192282,4,0.24385277391699617
2017-04-05,1.4081254453000536,3,0.5089464517543356
2017-04-06,1.4132453859570078,3,0.5089464517543356
2017-04-07,1.412250663853331,3,0.5089464517543356
2017-04-10,1.3983167023408145,5,0.0
2017-04-11,1.3981786648965293,5,0.0
2017-04-12,1.4123461309571501,5,0.0
2017-04-13,1.4165227111949836,5,0.0
2017-04-14,1.4113951739898027,5,0.0
2017-04-17,1.4155447642819452,5,0.0
